id,tags,abstract
W2006240800,"copper particle growth,particle growth,semibatch process,monodispersed particle,nucleation step,particle formation,copper powder,cuo slurry,wet chemical reduction,reductant hydrazine,rapid nucleation,pd2+ reduction","Controlling the Growth of CuParticles through Semibatch Process. In order to produce monodispersed particles, two requirements are considered; they are a complete separation of nucleation and growth steps for the formation of particles and an avoidance of their aggregation during the nucleation and growth. In this study, a new method was presented for preparing narrowly size distributed copper powders from CuO slurry by wet chemical reduction with hydrazine used as a reductant. The rapid nucleation was first induced by a very fast reduction of Pd2+ resulted from batch process. Subsequently copper species which contribute to the growth on the formed Pdo nuclei was slowly generated by semibatch process. A complete separation between nucleation and growth therefore was obtained, resulting in a narrow size distribution of final Cu powder product. The effect parameters on the growth such as Pd2+ concentration and temperature were also investigated."
W3031018044,"fem simulation,otr tyre,steel belt of tyres,radial tyres,off the road,heavy duty off the road tyres,off the road tyres,rubber material steel reinforcement composite,rubber material,steel reinforcement,peak stress,tyre failure,belt behaviour,cord distribution,fem software msc marc/mentat","FEM Optimization of a Steel Belt of OTR Tyres. This paper deals with an FEM simulation of a steel belt of tyres. A belt is a part of a tyre that plays a very important role in all radial tyres especially in case of heavy-duty off-the-road OTR ones. It is a composite composed of rubber material and a steel reinforcement. High peak stress inside this composite can initiate cracks, which subsequently lead to a complete tyre failure. In this work, the belt is extracted from the tyre and simulated separately in order to be able to cover individual cords. Belt behaviour under tension is studied and optimal cord distribution is proposed to decrease the risk of the failure. FEM software MSC Marc/Mentat is employed as a calculation tool."
W2028214387,"attach paste mortar,binder,cement property,clay brick,compressive strength,concrete powder,concrete strength,fluidity,ground waste concrete powder,normal consistency,recycled aggregate,red clay brick,setting time,strength of concrete,stripped paste/mortar,waste concrete,waste red clay brick,water demand","Effect of Ground Waste Concrete Powder on Cement Properties. The paste/mortar attached to the recycled aggregate decreases the quality of the aggregate and needs to be stripped. The stripped paste/mortar is roughly 20% to 50% in waste concrete, but relevant research is very limited. In this paper, the effects of ground waste concrete GWC powder, coming from the attached paste/mortar, on water demand for normal consistency, setting time, fluidity, and compressive strength of cement were analyzed. The results show that the 20% of GWC powder by the mass of binder has little effect on the above properties and can prepare C20 concrete; when the sand made by waste red clay brick WRB replaces 20% of river sand, the strength of the concrete is increased by 17% compared with that without WRB sand."
W2067601285,"acid etching,corrosion resistance,dental implant alloy,fracture toughness,high resolution image,hydride formation,hydrogen content,mechanical strength,nanostructure,profilometry,sand blasting,scanning electron microscopy,secondary ion mass spectroscopy,surface chemistry,surface hydrogen concentration,surface roughness,surface roughness increase,surface topography,titanium alloy,titanium zirconium alloy,zirconium,x ray photoelectron spectroscopy","Hydrogen content in titanium and a titaniumzirconium alloy after acid etching. Dental implant alloys made from titanium and zirconium are known for their high mechanical strength, fracture toughness and corrosion resistance in comparison with commercially pure titanium. The aim of the study was to investigate possible differences in the surface chemistry and/or surface topography of titanium and titanium-zirconium surfaces after sand blasting and acid etching. The two surfaces were compared by X-ray photoelectron spectroscopy, secondary ion mass spectroscopy, scanning electron microscopy and profilometry. The 1.9 times greater surface hydrogen concentration of titanium zirconium compared to titanium was found to be the major difference between the two materials. Zirconium appeared to enhance hydride formation on titanium alloys when etched in acid. Surface topography revealed significant differences on the micro and nanoscale. Surface roughness was increased significantly p<0.01 on the titanium-zirconium alloy. High-resolution images showed nanostructures only present on titanium zirconium."
W2152705430,"articular cartilage,articular porcine cartilage,contact area,deformation behavior,dynamic nanoindentation,elastic viscoelastic,frequency domain,in vitro testing,load amplitude,mechanical property,poroelastic biphasic material,sample freezing,strain rate","Dynamic nanoindentation of articular porcine cartilage. Articular cartilage is a poroelastic biphasic material with a complex deformation behavior, which can be considered elasticviscoelastic. In this article, articular porcine cartilage is tested in vitro using dynamic nanoindentation and is analyzed using the frequency domain. The testing and data analysis are presented as a function of the strain rate and frequency, which allows for the results to be compared for various load amplitudes over the same frequency range. In addition, a new approach to correct the contact area during dynamic nanoindentation is presented and the effects of sample freezing on the mechanical properties are also discussed."
W2915873846,"ni nanowire,alumina membrane,atomic force microscopy,electrochemical processing,magnetization measurement,microstructure,membrane,nanowire composite morphology,nanowire deposition,nanowire fabrication,nanowire filling,pondero motive method,scanning electron microscopy,structural analysis,template assisted ni nanowire fabrication,ni nanowire fabrication,through pore alumina membrane,x ray structural analysis","Template Assisted NiNanowires Fabrication. Through-pores alumina membranes of 50 m thickness and 70 70 mm size have been fabricated to deposit Ni nanowires by electrochemical processing. Due to highly ordered microstructure of the membranes, the pores were filled by nanowires almost to 100%. The membrane nanowires composite morphology; structure and chemical features have been studied by scanning electron microscopy, atomic-force microscopy and X-ray structural analysis. To measure the specific magnetization as a function of temperature in the range of, the pondero-motive method was used."
W1989189349,"accumulated strain,as cast magnesium alloy,az91d magnesium alloy,conventional extrusion,compound extrusion,elongation to fracture,equal channel angular extrusion,fine grain size,good mechanical property,grain refinement,intermetallic particle,mechanical property,microstructure,plastic deformation,severe plastic deformation,tensile strength,yield strength","Microstructure and mechanical properties of AZ91D magnesium alloy prepared by compound extrusion. Based on conventional extrusion and equal channel angular extrusion ECAE, a new severe plastic deformation SPD method called compound extrusion is developed to fabricate fine-grained AZ91D magnesium alloys. The fine grain size of 6m is obtained as the accumulated strain increased to 9.146. The AZ91D alloy treated by compound extrusion exhibits good mechanical properties, with a yield strength of 202.2MPa, a tensile strength of 323.1MPa and an elongation to fracture of 14.8%. The good mechanical properties of AZ91D alloy treated by compound extrusion are due to grain refinement and to the homogeneous distribution of intermetallic particles. The success in development of compound extrusion proves that compound extrusion can offer a good opportunity for the development of good mechanical properties of as-cast magnesium alloys."
W2778768339,"boundary condition,boundary condition sealing configuration,sealing configuration,drying shrinkage,drying shrinkage test procedure,free shrinkage,geometric shrinkage,ring shrinkage test,specimen geometry,surface area to volume ratio,test procedure","Studies on the Influence of Drying Shrinkage Test Procedure, Specimen Geometry, and Boundary Conditions on Free Shrinkage. Although considerable progress has been made in enhancing the use and interpretation of free ring shrinkage test, little is known about the impact of the test procedure, the specimen geometry, the surface area-to-volume S/V ratio exposed to drying, and the boundary conditions sealing configuration on the measured shrinkage. This paper highlights recent findings illustrating the influence of the test procedure, the S/V ratio exposed to drying, the geometry of specimen, and the boundary conditions. A series of experimental results are presented from free shrinkage on ring test specimens to illustrate that the test procedure can significantly influence the measured free shrinkage. A second series of experimental results are presented from specimens with different geometries and S/V ratio exposed to drying to illustrate that drying shrinkage is dependent on both the specimen geometry and the surface exposed to drying. Test results further show that, even for the same S/V ratio exposed to drying, shrinkage is strongly dependent on the specimens geometry and boundary conditions."
W4212908442,"2d layered bismuth oxychloride nanosheet,atomic force microscopy,bismuth oxychloride nanosheet,blood analyte detection,catalytic interface,biomolecule detection,highly thin bismuth oxychloride nanosheets,human blood sample,layered bismuth oxychloride nanosheet,limit of detection,label free binding,graphene like nanosheet,microchip based sensor platform,microchip integration,novel catalytic interface,square morphology,transmission electron microscopy,ultrathin 2d bismuth oxychloride nanosheet,uric acid detection","Ultrathin 2D bismuth oxychloride nanosheets as novel catalytic interfaces for detection of biomolecules. TOC graphic : Schematic representation of BiOCl modified microchip behavior for the detection of uric acid. Highly thin bismuth oxychloride nanosheets are grown as the catalytic interfaces to design a microchip based sensor platform. The interface morphology consists of uniform square shaped nanosheets, 34 nm in height. The designed microchips demonstrate efficient detection of bioanalytes in blood. We introduce highly stable 2D layered bismuth oxychloride nanosheets as the catalytic interfaces to bind important biomedical analytes. Transmission electron and atomic force microscopy revealed the prepared nanosheets possess perfect square morphology possessing average lateral size of 200 nm, and thickness around 34 nm. We specifically demonstrated characteristics for the binding of uric acid. When these sheets were employed to functionalize microchips, the limit of detection was achieved as low as 0.38 M S/N = 3. We further investigated that the modified devices determined successfully uric acid in human blood sample. This is the first study where ultrathin nanostructures are integrated with microchips. This work establishes the potential of ultrathin graphene-like nanosheets to design smart and effective interfaces for label-free binding of molecules of clinical and pharmacology significance."
W3131568347,"acicular phase morphology,brittle material,crystallographic texture,ductile material,endurance limit,fast cooling,fatigue strength,fatigue strength data,grain structure,hierarchical structure,hydrogenated material,laser powder bed fusion,low temperature phase,micro x ray computed tomography,microscopy,mechanical property,microstructural change,microstructure refinement,neutron diffraction,performance characteristic,pore densification,porosity fraction,surface energy,thermo hydrogen,thermo hydrogen refinement of microstructure","Thermo-hydrogen refinement of microstructure to improve mechanical properties of Ti6Al4V fabricated via laser powder bed fusion. This paper describes the main results from an investigation into the consequences of thermo-hydrogen refinement of microstructure THRM after laser powder bed fusion LPBF of Ti6Al4V on the evolution of microstructure and mechanical properties using a set of experimental techniques. Porosity fraction, grain structure, phases, and crystallographic texture per phase are characterized using micro X-ray computed tomography, microscopy, and neutron diffraction. A hierarchical structure of acicular -phase morphology formed inside the prior grains by fast cooling during LPBF transforms into fine-grained globular microstructure by THRM, which facilitates homogeneous nucleation and growth of the low temperature phase with some retained phase. Moreover, hydrogenated material during THRM has low activation energy for diffusion, which in conjunction with the surface energy of pores causes densification of the material, thereby closing porosity formed during LPBF. Such significant microstructural changes induced by the THRM treatment cause brittle material created by LPBF to become ductile. Significantly, the strength and ductility produced by THRM exceed the minimums set forth by the ASTM B348 standard for Ti-6Al-4V. Moreover, the treatment improves fatigue strength of the material. In particular, it improves the endurance limit and reduces the scatter in the measured fatigue strength data. Performance characteristics of the material can be further optimized for specific application requirements by tailoring microstructures using the LPBF and THRM processes."
W2316720329,"basalt fiber,basalt fiber content,basalt layer,carbon fiber,carbon fiber reinforced epoxy laminate,carbon basalt epoxy hybrid composite material,epoxy laminate,fracture strain,hybrid epoxy composite laminate,interply hybrid composite,lightweight composite material,mechanical property,resin transfer molding,strength and stiffness,tensile behavior,tensile strength,vacuum assisted resin transfer molding","Tensile behavior of hybrid epoxy composite laminate containing carbon and basalt fibers. This paper investigated the effect of the incorporation of basalt fibers on the tensile properties of carbon fiber-reinforced epoxy laminates manufactured by vacuum-assisted resin transfer molding. The purpose of this research was to design a carbon-basalt/epoxy hybrid composite material that is of low cost in production, is lightweight, and has good strength and stiffness. The tensile strength and stiffness of the hybrid laminates demonstrated a steady, linear decrease with an increase in basalt fiber content, but the fracture strain gradually increased together with the increase in the basalt layer content. In this study, the incorporation of basalt fibers into the carbon fiber-reinforced polymer CFRP showed lower tensile strength than CFRP but has higher tensile strain. Furthermore, we found that the arrangement and enhancement of basalt fiber into the CFRP significantly influence the mechanical properties of interply hybrid composites."
W2799895906,"absorptivity,areal weight,bleaching hydrogen peroxide bleaching,conventional bleaching,conventional desizing,ecofriendly bleaching,energy saving bleaching,fabric property,hydrophilicity,ozonation time,ozone bleaching,ozone desizing,ozone dose,terry fabric,towel fabric,water absorption,water pickup,whiteness,whiteness","The Effects of Ozone Bleaching and Ozone Desizing Method on Whiteness and Water Absorption of 100% Cotton Terry Fabrics. In this study, the effects of ozone desizing and bleaching on the hydrophilicity and whiteness of terry fabrics were investigated. The results were compared with those obtained after conventional desizing and bleaching hydrogen peroxide bleaching. The test samples contain two side piled woven terry cloths of four different areal weights. The ozone desizing and bleaching process was carried out at fixed PH values 6 in four different ozonation times and two different ozone doses. The rate of water pickup in fabrics was 60%. It has been determined that as ozonation time and the ozone dose increase, the degree of whiteness and water absorption of the terry fabric increases. However, the increase in the ozonation time did not cause a significant change in the low ozone doses; the change in the ozonation time at high ozone doses is causing a marked change in the investigated properties of the towel fabric. The degree of hydrophilicity and whiteness achieved after ozonation was found to be close to the results obtained in conventional bleaching. However it was seen that although acceptable water absorbency was obtained by the ozone desizing method, these values were lower than those of the conventional desizing method. Ozone bleaching and desizing do not require the consumption of water, the consumption of heat energy, and the use of any chemical additive that harms the environment with its wastes.a result, owing to ecofriendly, saving energy and acceptable fabric properties with regard to whiteness and absorptivity, ozone bleaching can be applied instead of the conventional bleaching and desizing method."
W2088953480,"anionic diffusion,compressive stress,heating process,high temperature chamber,internal oxidation,in situ high temperature study,isothermal growth,ninino system,oxidation time,oxide scale,pilling bedworth ratio,residual stress,sin2 technique,stress temperature curve,substrate thickness,thermal expansion coefficient,thermal stress,x ray diffraction","Origin and development of residual stresses in the NiNiO system: in-situ studies at high temperature by X-ray diffraction. In order to characterize the respective importance of the growth stresses, thermal stresses and stress relaxation developed in oxide scales, two high temperature chambers for X-ray diffraction were designed, allowing us to determine the stresses in both the oxide and the substrate with the sin2 technique, at high temperatures or room temperature and during heating-cooling sequences. It was applied to NiNiO. At room temperature after oxidation, NiO is subjected to compressive stresses whose level depends on the substrate thickness and on the oxidation time and temperature. In the substrate, compressive stresses are mainly due to internal oxidation. During oxidation at, the oxide scale is subjected to slight tensile stresses which can be due partially to anionic diffusion, internal oxidation or the heating process. During heating-cooling sequences, the stresses in the scale decrease with increasing temperature and become negligible when the oxidation temperature is reached. The reversibility of the stress-temperature curve indicates that no stress relaxation occurs. The stresses found at room temperature are due only to thermal stresses and fit well the theoretical calculation of thermal stresses in NiO scale based on the newly determined thermal expansion coefficients of Ni and NiO. All these results show that the stresses found at room temperature are mainly generated during cooling and that the effect of the Pilling-Bedworth ratio or of factors playing a role during isothermal growth is negligible."
W3186310021,"bridging,crack deflection,diffusion,element distribution,fracture toughness,fusion,graphene,hardness,incomplete sintering,mass transfer,multilayer graphene,multilayer graphene and whisker reinforced porous si3n4 ceramic,phase constitution,phase constitution,porous si3n4,porous si3n4 ceramic,porous sien,pull out,scanning electron microscope,spark plasma incomplete sintering,spark plasma sintering,spark plasma,whisker reinforced porous sien,whisker reinforcement,x ray diffraction","Multilayer graphene and -Si3N4 whisker-reinforced porous Si3N4 ceramics by spark plasma incomplete sintering. Combining the advantages of spark plasma sintering SPS and incomplete sintering IS in preparation of Si3N4 ceramics, the spark plasma incomplete sintering SPIS was presented to fabricate porous Si3N4 ceramics. Considering balancing the contradictory relationship between the porosity and toughness, 1 wt% multilayer graphene MLG was incorporated into porous Si3N4 ceramics. Meanwhile, for the sake of compensating for the decrease in the hardness of porous Si3N4 ceramics induced by MLG, 08 wt% -Si3N4 whisker -Si3N4 w were synergistically added. The element distribution, phase constitutions and microstructures of MLG/-Si3N4 w -reinforced porous Si3N4 ceramics were characterized by energy dispersive spectroscopy EDS, x-rays diffraction XRD and scanning electron microscope SEM. The effects of -Si3N4 w content on porosity, hardness and fracture toughness of porous Si3N4 -based ceramics were analyzed. Results indicated that the porosity of porous Si3N4 -based ceramics reached 21%, and then decreased significantly after the -Si3N4 w content exceeded 4 wt%. The hardness of porous Si3N4 -based ceramics obtained the maximum value 2.81 GPa when - Si3N4 w was added 8 wt%, which was 31.92% higher than monolithic porous Si3N4 ceramic. The mass transfer, diffusion and fusion induced by -Si3N4 w were considered to be the main responsible for the increase of hardness. The fracture toughness of specimen with 1 wt% MLG and 4 wt% -Si3N4 w was advanced to 3.14 MPa m 1/2/ , which was 15.44% higher than monolithic porous Si3N4 ceramic. The markedly enhanced of the fracture toughness was attributed to the synergistic effects of crack deflection, pull-out and bridging resulted by MLG/-Si3N4 w . Spark plasma incomplete sintering was proposed to fabricate porous Si3N4 ceramics. MLG/-Si3N4 w were doped into porous Si3N4 ceramics to advance its strength. MLG/-Si3N4 w -enhanced Si3N4 ceramics with a porosity of 21% were prepared at. Hardness of MLG/-Si3N4 w -reinforced porous Si3N4 ceramics reached 2.81 GPa. Fracture toughness of porous Si3N4 -based ceramics was improved to 3.14 MPa m 1/2/ ."
W2082583402,"amorphous layer,amorphous deposited layer,crystallization boundary,copper substrate,cubic fe3si,differential scanning calorimetry,exothermic reaction peak,flattened particle,febsi alloy,glass formability,low pressure plasma spraying,metastable tetragonal fe3b,plasma sprayed layer,plasma spraying,powder alloy,tetragonal fe2b,quenched layer,water cooled steel substrate,water cooled substrate","Deposition of amorphous layers of an FeBSi alloy by low pressure plasma spraying. Powder of the alloy Fe15.2at.%B10.6at.%Si with high glass formability was plasma sprayed onto water-cooled steel and copper substrates in a low pressure chamber. Once formed on the steel substrate, the thin amorphous layer partly crystallized owing to the rise in temperature during spraying, whereas the layer on the copper substrate, 1.5 mm thick, remained amorphous. The maximum temperature that the layer on the copper substrate reached during spraying was estimated to be below. The amorphous deposited layer showed a differential scanning calorimetry exothermic reaction peak at when heated at a rate of s1; cubic Fe3Si, tetragonal Fe2B, metastable tetragonal Fe3B and ferrite were detected in the quenched layer. Crystallization occurred preferentially from the boundaries between the flattened particles composing the layer."
W2472706095,"aero structure,adhesive bonded repair,adhesive bonding,advanced assembly joining and repair technology,bonding,carbon fiber,carbon fiber reinforced plastic,composite laminate,composite material,composite structure,external ply,failure load,failure mode,grind tool roughness,repair efficiency,sander effect,sanding,sander sanding,scarf angle,scarf repair,tensile strength,grit number","Scarf Repair of Composite Laminates. The use of composite materials, such as carbon-fiber reinforced plastic CFRP composites, aero- structures has led to an increased need of advanced assembly joining and repair technologies. Adhesive bonded repairs as an alternative to recover full or part of initial strength were investigated. Tests were conducted with the objective of evaluating the effectiveness of techniques used for repairing damage fiber reinforced laminated composites. Failure loads and failure modes were generated and compared with the following parameters: scarf angles, roughness of grind tool and number of external plies. Results showed that scarf angle was the critical parameter and the largest tensile strength was observed with the smallest scarf angle. Besides, the use of external plies at the outer surface could not increase the repairs efficiency for large scarf angle. Preparing the repair surfaces by sanding them with a sander ranging from 60 to 100 grit number had significant effect on the failure load. These results allowed the proposal of design principles for repairing CFRP structures."
W2404799955,"buffer solution,chronoamperometry,catalytic activity,cyclic voltammetry,cyclodextrin attachment,cyclodextrin,differential pulse voltammetry,electroactivity,electrocatalytical behavior,electrocatalytical nanocomposite,electrochemical approach,electrodeposition,electron transfer mechanism,electrooxidation,glassy carbon electrode,graphene quantum dot,graphene quantum dot nano structure,peak current,square wave voltammetry,vitamin c","Integration of -cyclodextrin into graphene quantum dot nano-structure and its application towards detection of Vitamin C at physiological pH: A new electrochemical approach. For the first time, -Cyclodextrin -CD attachment to graphene quantum dot GQD structure was performed using simultaneous electrodeposition of GQD and -CD on the surface of glassy carbon electrode GCE. Cyclic voltammetry at potential range -1.0 to 1.0V from mixture of GQD and -CD produced a well-defined -CD-GQD deposited on the surface of glassy carbon electrode. -CD-GQD modified GCE was used as a new electrocatalytical nanocomposite towards electrooxidation of Vitamin C as sample analyte. The synergistic effects and the catalytic activity of the -CD-GQD modified GCE were investigated by cyclic voltammetry CV, differential pulse voltammetry DPV chronoamperometry CA and square wave voltammetry SWV. The process of oxidation involved and its kinetics were established by using cyclic voltammetry, chronoamperometry techniques. It has been found that in the course of an anodic potential sweep the electro-oxidation of Vitamin C is catalyzed by synergetic effect of -CD and GQD through a mediated electron transfer mechanism. Therefore, -CD-GQDs promote the rate of oxidation by increasing the peak current. The cyclic voltammetric results indicate that -CD-GQDs-GCE can remarkably enhance electroactivity towards the oxidation of Vitamin C in buffer solution. We have illustrated that the as-obtained -CD-GQDs-GCE exhibited a much higher electrocatalytical behavior thanfor the electrooxidation and detection of Vitamin C which was about two fold higher than for The electrochemical behavior was further exploited as detection scheme for the Vitamin C electrooxidation by square wave voltammetry."
W2081564816,"bonded magnet,coercivity,indium alloy,tin alloy,solder alloy,energy product,magnetic property,magnetic property,matrix effect,matrix metal alloy,reduction diffusion process,remanence,samarium cobalt alloy powder,soft metal alloy powder,soft metal bonded samarium cobalt permanent magnet,smco5,permanent magnet","Matrix effect in soft metal-bonded samarium-cobalt SmCo5 permanent magnets. This paper discusses the preparation of samarium-cobalt SmCo5 alloy powders by reduction-diffusion process. These powders were blended with equal weight percentages of soft metal/alloy powders, such as indium, tin and solder alloy Pb-17Sn, to prepare bonded magnets. Important magnetic properties such as remanence, coercivity and energy product of these magnets were measured. Effect of matrix metal/alloy on the magnetic properties of processed magnets is outlined."
W2956539180,"al grain boundary,average cell size,circle network,casting method,composites,constraint strengthening,deformation behavior,elongation,high temperature mechanical property,in situ synthesis,interconnectivity,matrix nanocomposite reinforcement,mechanical property,microstructure design,network architecture,oval network,tic nanocomposite,tensile strength,tic nanoparticle,tic network architecture,ultimate tensile strength,yield strength","High-temperature mechanical properties of 2024 Al matrix nanocomposite reinforced by TiC network architecture. In this work, 2024 Al matrix composite reinforced by 1.5 wt% in-situ synthesized TiC nanoparticles has been fabricated by casting method. It was found that TiC nanoparticles were distributed along -Al grain boundaries, which formed network architecture, and average cell size of the TiC network was 48m. The 20241.5TiC nanocomposite exhibited enhanced mechanical properties compared to 2024 base alloy. The ultimate tensile strength at was increased from 105MPa to 151MPa, with elongation reasonably decreasing from 9.5% to 7.1%. It was observed that the presence of the TiC network transformed deformation behavior of -Al matrix from local deformation to overall deformation during tensile test at high temperature. This enhanced strength of the 20241.5TiC, which contributed to ~84% increase in yield strength theoretically. Accordingly, a new strengthening mechanism named as constraint strengthening has been put forward in this paper. This principle was supposed to be applicable for microstructure design of other alloys and composites. In addition, the circle network was shifted to be oval one during deformation, but the interconnectivity has not been broken. This produced reasonably high ductility for the 20241.5TiC nanocomposite."
W2912908548,"3t3 fibroblast cell,biological recognition,cell proliferation,collagen formation,cutaneous wound covering,dimensional homology,ecm secretion,electrospun fiber,electrospun fiber mat,engineered skin covering,healing environment,extracellular matrix component,fatty acid derivative,full thickness incisional wound healing,growth factor pdgf bb,in vitro toxicity,in vivo side effects,incisional wound healing,pa 6 chain modification,nanostructured scaffold,pdgf bb,physical support,polyamide 6 mat,polyamide 6 pa 6,skin regeneration,soybean modified polyamide 6 mat,soybean modified pa 6,sterilization process,surface free energy,topical dermal covering,wound covering","Soybean-modified polyamide-6 mats as a long-term cutaneous wound covering. Engineered skin coverings have been adopted clinically to support extensive and deep wounds that result in fewer healthy skin remaining and therefore take longer to heal. Nonetheless, these biomaterials demand intensive labor and an expensive final cost. In comparison to conventional bandages, which do not meet all the requirements of wound care, electrospun fiber mats could potentially provide an excellent environment for healing. In this work, we developed two nanostructured scaffolds based on polyamide-6 PA-6 to be tested as a wound covering in a rat model of full-thickness incisional wound healing. The central idea was to create a bioconstruct that is simple to implement and biologically safe, with a high survival rate, which provides physical support and biological recognition for new functional tissues. An unmodified PA-6 and a soybean-modified PA-6 were employed as nanofibrillar matrices in this study. The biomaterials showed a dimensional homology to natural extracellular matrix components and neither in vitro toxicity nor in vivo side effects. Both polymeric scaffolds were resistant to the sterilization process and could promote the attachment of 3T3 fibroblast cells, besides successfully incorporating the growth factor PDGF-BB, which had its bioactivity extended for up to 12 h under simulated conditions. The modification of PA-6 chains with a fatty acid derivative increased the scaffold's surface free energy, favoring cell proliferation, collagen formation, and ECM secretion. These results confirm the potential of these materials as a topical dermal covering for skin regeneration."
W1983268640,"abinit code,band structure calculation,becke johnson,becke johnson exchange correlation potential,charge removal,coulomb interaction,density functional theory,density functional theory with local density approximation,dielectric function,direct band gap,electronic property,exchange correlation,exchange correlation potential,exchange functional,indirect band gap,johnson exchange correlation,lattice parameter optimization,local density approximation,modified becke johnson,on site coulomb interaction,optical conductivity,optical property,p type transparent conducting oxide,primitive unit cell,quasi particle approximation,random phase approximation,time dependent density functional theory,tran and blahas modified becke johnson,transparent conducting oxide","First-principles study on electronic and optical properties of transparent conducting oxide CuBO2. In this work we study the electronic and optical properties of the new p-type transparent conducting oxide CuBO2. Firstly, after optimizing its lattice parameters, a band structure is calculated by density functional theory with local density approximation DFT-LDA, on-site Coulomb interaction LDA+U, quasi-particle approximation GWA and Tran and Blahas modified BeckeJohnson exchangecorrelation potentials TB09. Both LDA+U and G0W0 calculations are accurate for the indirect band gap, but fail for the direct one. While QPscGW calculations do perturbative corrections to both G0W0 indirect and direct band gap in the same amount, it is leading to an overestimation of the indirect band gap and an underestimation of the direct one at the same time. Besides, the indirect and direct band gap of the optimized lattice parameters are calculated by ABINIT code with TB09 exchange functional and they are underestimated by about 1% and 17%, respectively. For comparison purposes with the experimental values, the band structure is also calculated by ELK code with TB09 and with a minuscule amount of charge removed from its primitive unit cell. With a charge removal by 0.86 both band gaps are very close to the experimental values, with an error of about 0.2% for the indirect band gap and about 0.9% for the direct one. Finally, the dielectric function and optical conductivity of the bulk CuBO2 are calculated by random phase approximation RPA and time-dependent density functional theory TDDFT on top of the TB09 electronic structure."
W2547186554,"alloy composition,alsicu aluminium alloy,aluminium alloy,balanced iron,balanced manganese,extra mn addition,fe rich intermetallic,high quality secondary aluminium alloy,iron contamination,iron removal,liquid melt,recycling aluminium alloy,scrapped material,secondary aluminium alloy,sediment solid fe rich intermetallic,thermodynamic assessment,thermodynamic calculation","Thermodynamics Calculation of Extra Mn Addition in the Recycling of AlSiCuAluminium Alloys. Iron contamination from scrapped materials is always a problem in producing high quality secondary aluminium alloys. Consequently, the iron removal during recycling of aluminium alloys is essential and important in industrial practice. This work aims to study the effect of extra Mn addition on the effectiveness and efficiency of iron removal during recycling. The thermodynamics assessment was carried out for AlSiCu alloys to find out the variation of balanced iron and manganese in the liquid melt and in the sediment solid Fe-rich intermetallics with different levels of extra Mn addition. The effect of alloy composition and processing temperatures was investigated. The findings help to understand the capability and fundamentals of iron removal in aluminium alloys."
W2085504729,"alal2o3 composite,alumina fiber reinforced aluminum matrix composite,aluminum matrix composite,fracture surface,image analysis,infiltration,infiltration casting,matrix alloy,mechanical property,optical microscopy,porosity,pressure infiltration casting,scanning electron microscopy,tensile strength,tensile test","Effect of magnesium on mechanical properties of alumina-fiber-reinforced aluminum matrix composites formed by pressure infiltration casting. AlAl2O3 composites containing 0.48%6.8% Mg in the matrix alloys have been fabricated by pressure infiltration casting. Optical microscopy, scanning electron microscopy and image analysis were used to examine and to analyze the details of the microstructure and the fracture surface. Tensils tests were utilized to evaluate the mechanical properties. The addition of magnesium was found to improve the infiltration and to decrease the porosity of the composites. The tensile strength of the composites increased with increased magnesium content, while elongation remained almost constant 10%."
